No.,Compound ID,SMILES,Assay ID,LogP app
139,CHEMBL3425622,"[C]1(C[C](C)C)NC(=O)[C](NC(=O)[C](NC(=O)[C]2CCCN2C(=O)[C](NC(=O)[C](C[C](C)C)NC1=O)C[C](C)C)Cc1c[nH]c2c1cccc2)C[C](C)C	
",CHEMBL3430218,-6.55
140,CHEMBL3425623,"[C]1(C[C](C)C)NC(=O)[C](NC(=O)[C](NC(=O)[C]2CCCN2C(=O)[C](NC(=O)[C](C[C](C)C)NC1=O)C[C](C)C)Cc1c[nH]c2c1cccc2)C[C](C)C	
",CHEMBL3430218,-5.6
141,CHEMBL3425624,"[C]1(C[C](C)C)NC(=O)[C](NC(=O)[C](NC(=O)[C]2CCCN2C(=O)[C](NC(=O)[C](C[C](C)C)NC1=O)C[C](C)C)Cc1c[nH]c2c1cccc2)C[C](C)C	
",CHEMBL3430218,-5.78
142,CHEMBL3425625,"[C]1(C[C](C)C)NC(=O)[C](NC(=O)[C](NC(=O)[C]2CCCN2C(=O)[C](NC(=O)[C]([C](CC)C)NC1=O)[C](CC)C)Cc1c[nH]c2c1cccc2)[C](C)CC	
",CHEMBL3430218,-6.39
143,CHEMBL3425626,"C1NC(=O)[C](NC(=O)[C](NC(=O)[C]2CCCN2C(=O)[C](NC(=O)[C](Cc2ccccc2)NC1=O)C[C](C)C)Cc1ccc(O)cc1)C	
",CHEMBL3430218,-8
144,CHEMBL3425627,"C1NC(=O)[C](NC(=O)[C](NC(=O)[C]2CCCN2C(=O)[C](NC(=O)[C](Cc2ccccc2)NC1=O)C[C](C)C)Cc1ccc(O)cc1)C	
",CHEMBL3430218,-7.16
145,CHEMBL3425628,"C1NC(=O)[C](NC(=O)[C](NC(=O)[C](NC(=O)[C](NC(=O)[C](Cc2ccccc2)NC1=O)C[C](C)C)C[C](C)C)Cc1ccc(O)cc1)C	
",CHEMBL3430218,-7.7
146,CHEMBL3425629,"C1NC(=O)[C](NC(=O)[C](NC(=O)[C]2CCCN2C(=O)[C](NC(=O)[C](Cc2ccccc2)NC1=O)C[C](C)C)Cc1ccc(O)cc1)C	
",CHEMBL3430218,-8
147,CHEMBL3425630,"C1NC(=O)[C](NC(=O)[C](NC(=O)[C]2CCCN2C(=O)[C](NC(=O)[C](Cc2ccccc2)NC1=O)C[C](C)C)Cc1ccc(O)cc1)C	
",CHEMBL3430218,-8
148,CHEMBL3425631,"C1NC(=O)[C](NC(=O)[C](NC(=O)[C]2CCCN2C(=O)[C](NC(=O)[C](Cc2ccccc2)NC1=O)C[C](C)C)Cc1ccc(O)cc1)C	
",CHEMBL3430218,-7.52
149,CHEMBL3425632,"C1N(C)C(=O)[C]NC(=O)[C](N(C)C(=O)[C]2CCCN2C(=O)[C](NC(=O)[C](Cc2ccccc2)N(C)C1=O)C[C](C)C)Cc1ccc(O)cc1	
",CHEMBL3430218,-6.46
150,CHEMBL3425633,"C1NC(=O)[C]NC(=O)[C](N(C)C(=O)[C]2CCCN2C(=O)[C](N(C)C(=O)[C](Cc2ccccc2)N(C)C1=O)C[C](C)C)Cc1ccc(O)cc1	
",CHEMBL3430218,-6.8
151,CHEMBL3425634,"C1N(C)C(=O)[C](N(C)C(=O)[C](NC(=O)[C]2CCCN2C(=O)[C](NC(=O)[C](Cc2ccccc2)NC1=O)C[C](C)C)Cc1ccc(O)cc1)C	
",CHEMBL3430218,-7.16
152,CHEMBL3425635,CC(C)C[C@@H]1N(C)C(=O)[C@@H](CC(C)C)N(C)C(=O)[C@H](Cc2ccccc2)NC(=O)CN(C)C(=O)[C@@H](C)N(C)C(=O)[C@H](Cc3ccc(O)cc3)NC1=O,CHEMBL3430218,-6.03
153,CHEMBL3425636,"C1N(C)C(=O)[C]N(C)C(=O)[C](NC(=O)[C]2CCCN2C(=O)[C](NC(=O)[C](Cc2ccccc2)NC1=O)C[C](C)C)Cc1ccc(O)cc1	
",CHEMBL3430218,-7.52
154,CHEMBL3425637,CC(C)C[C@@H]1N(C)C(=O)[C@@H](Cc2ccccc2)NC(=O)CN(C)C(=O)[C@@H](C)N(C)C(=O)[C@H](Cc3ccc(O)cc3)NC(=O)[C@@H]4CCCN4C1=O,CHEMBL3430218,-6.85
155,CHEMBL3425639,"C1N(C)C(=O)[C]N(C)C(=O)[C](NC(=O)[C]2CCCN2C(=O)[C](NC(=O)[C](Cc2ccccc2)NC1=O)C[C](C)C)Cc1ccc(O)cc1	C[C@@](C)C
",CHEMBL3430218,-7
156,CHEMBL3425640,"[C]1(C[C](C)C)N(C)C(=O)[C](N(C)C(=O)[C](NC(=O)[C]2CCCN2C(=O)[C](NC(=O)[C](Cc2ccccc2)NC1=O)C[C](C)C)Cc1ccc(O)cc1)C[C](C)C	
",CHEMBL3430218,-6.39
157,CHEMBL3425642,"[C]1(C)NC(=O)[C](NC(=O)[C](NC(=O)[C](N(C)C(=O)[C](NC(=O)[C](C)N(C)C1=O)C)C)C)C	
",CHEMBL3430218,-8
158,CHEMBL3425643,CC(C)C[C@@H]1NC(=O)[C@@H](NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc4ccccc4)NC(=O)[C@H](Cc5ccccc5)NC(=O)[C@@H]6CCCN6C1=O)C(C)C,CHEMBL3430218,-6.43
159,CHEMBL3425644,"[C]12CCCN1C(=O)[C](Cc1ccc(O)cc1)NC(=O)[C](Cc1ccccc1)NC(=O)[C]1N(CCC1)C(=O)[C](NC(=O)CNC2=O)C[C](C)C	
",CHEMBL3430218,-8
160,CHEMBL3425646,"[C]1(C[C](C)C)C(=O)N[C](Cc2ccc(O)cc2)C(=O)N[C]([C](C)C)C(=O)NCC(=O)N[C]([C](O)C)C(=O)N[C](Cc2ccccc2)C(=O)N1	
",CHEMBL3430218,-7.4
161,CHEMBL3425647,"[C]1(Cc2ccccc2)C(=O)N[C](Cc2ccc(O)cc2)C(=O)N[C]([C](CC)C)C(=O)NCC(=O)N[C]([C](C)C)C(=O)NCC(=O)N1	
",CHEMBL3430218,-8
162,CHEMBL3425648,"[C]1(C[C](C)C)C(=O)N[C](Cc2ccc(O)cc2)C(=O)N[C](C)C(=O)NCC(=O)N[C]([C](O)C)C(=O)N[C](Cc2ccccc2)C(=O)N1	
",CHEMBL3430218,-7.7
163,CHEMBL3425649,"[C]1(Cc2ccccc2)C(=O)NCC(=O)N[C](C[C](C)C)C(=O)N[C](C)C(=O)N[C](Cc2ccc(O)cc2)C(=O)N[C](CC(=O)N)C(=O)N1	
",CHEMBL3430218,-8
164,CHEMBL3425650,"[C]1(C[C](C)C)C(=O)N[C](Cc2ccc(O)cc2)C(=O)N[C]([C](O)C)C(=O)NCC(=O)N[C]([C](O)C)C(=O)N[C](Cc2ccccc2)C(=O)N1	
",CHEMBL3430218,-7.7
165,CHEMBL3425653,"C1C(=O)N[C]([C](O)C)CN[C](Cc2ccccc2)CN[C](C[C](C)C)C(=O)N[C](Cc2ccc(O)cc2)C(=O)N[C]([C](O)C)CN1	C)=O)=O)=O
",CHEMBL3430218,-7.7
166,CHEMBL3425654,"C1C(=O)N(C)[C]([C](O)C)CN[C](Cc2ccccc2)CN[C](C[C](C)C)C(=O)N[C](Cc2ccc(O)cc2)C(=O)N[C]([C](O)C)CN1	C)=O)=O)=O
",CHEMBL3430218,-8
167,CHEMBL3427784,"[C]1(C[C](C)C)NC(=O)[C](C[C](C)C)NC(=O)[C](NC(=O)[C]2CCCN2C(=O)[C](NC(=O)[C](C[C](C)C)NC1=O)C[C](C)C)Cc1ccc(O)cc1	
",CHEMBL3430218,-5.79
168,CHEMBL3427785,"C[C](C)C[C]1NC(=O)[C](C[C](C)C)NC(=O)[C](NC(=O)[C]2CCCN2C(=O)[C]2N(CCC2)C(=O)[C](C[C](C)C)NC1=O)Cc1ccc(O)cc1	
",CHEMBL3430218,-7.05
169,CHEMBL3427786,"[C]1(C[C](C)C)NC(=O)[C](C[C](C)C)NC(=O)[C](NC(=O)[C]2CCCN2C(=O)[C](NC(=O)[C](C[C](C)C)NC1=O)C[C](C)C)Cc1ccc(O)cc1	
",CHEMBL3430218,-6.96
170,CHEMBL3427787,"[C]1(C[C](C)C)NC(=O)[C](C[C](C)C)NC(=O)[C](NC(=O)[C]2CCCN2C(=O)[C](NC(=O)[C](C[C](C)C)NC1=O)C[C](C)C)Cc1ccc(O)cc1	
",CHEMBL3430218,-5.46
171,CHEMBL3427788,"[C]1(C[C](C)C)N(C)C(=O)[C](C[C](C)C)NC(=O)[C](NC(=O)[C]2CCCN2C(=O)[C](NC(=O)[C](C[C](C)C)NC1=O)C[C](C)C)Cc1ccc(O)cc1	
",CHEMBL3430218,-6.11
172,CHEMBL3427789,"[C]1(C[C](C)C)NC(=O)[C](C[C](C)C)NC(=O)[C](NC(=O)[C]2CCCN2C(=O)[C](NC(=O)[C](C[C](C)C)N(C)C1=O)C[C](C)C)Cc1ccc(O)cc1	
",CHEMBL3430218,-6.12
173,CHEMBL3427790,"[C]1(C[C](C)C)NC(=O)[C](C[C](C)C)NC(=O)[C](N(C)C(=O)[C]2CCCN2C(=O)[C](NC(=O)[C](C[C](C)C)NC1=O)C[C](C)C)Cc1ccc(O)cc1	
",CHEMBL3430218,-5.89
174,CHEMBL3427791,"[C]1(C[C](C)C)N(C)C(=O)[C](NC(=O)[C](NC(=O)[C]2CCCN2C(=O)[C](NC(=O)[C](C[C](C)C)N(C)C1=O)C[C](C)C)Cc1ccc(O)cc1)C[C](C)C	
",CHEMBL3430218,-6.02
175,CHEMBL3427792,"[C]1(C[C](C)C)N(C)C(=O)[C](NC(=O)[C](N(C)C(=O)[C]2CCCN2C(=O)[C](NC(=O)[C](C[C](C)C)NC1=O)C[C](C)C)Cc1ccc(O)cc1)C[C](C)C	
",CHEMBL3430218,-5.82
176,CHEMBL3427793,"[C]1(C[C](C)C)NC(=O)[C](NC(=O)[C](N(C)C(=O)[C]2CCCN2C(=O)[C](NC(=O)[C](C[C](C)C)N(C)C1=O)C[C](C)C)Cc1ccc(O)cc1)C[C](C)C	
",CHEMBL3430218,-5.88
177,CHEMBL3427794,"[C]1(C[C](C)C)N(C)C(=O)[C]NC(=O)[C]NC(=O)[C]2CCCN2C(=O)[C](NC(=O)[C](C[C](C)C)N(C)C1=O)C[C]	(C)C)Cc1ccc(O)cc1)C[C@@](C)C
",CHEMBL3430218,-5.42
178,CHEMBL3427795,CC(C)C[C@H]1NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@@H]3CCCN3C(=O)[C@H]4CCCN4C1=O,CHEMBL3430218,-5.96
179,CHEMBL3427796,CC(C)C[C@H]1NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@@H](CC(C)C)N(C)C(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@@H]3CCCN3C(=O)[C@H](CC(C)C)N(C)C1=O,CHEMBL3430218,-5.73
180,CHEMBL3427797,"[C]1(C[C](C)C)N(C)C(=O)[C]N(C)C(=O)[C]NC(=O)[C]2CCCN2C(=O)[C](N(C)C(=O)[C](C[C](C)C)NC1=O)C[C]	C)C)Cc1ccc(O)cc1)C[C@@](C)C
",CHEMBL3430218,-7
181,CHEMBL3427798,"[C]1(C[C](C)C)N(C)C(=O)[C](N(C)C(=O)[C](NC(=O)[C]2CCCN2C(=O)[C](N(C)C(=O)[C](C[C](C)C)N(C)C1=O)C[C](C)C)Cc1ccc(O)cc1)C[C](C)C	
",CHEMBL3430218,-5.82
182,CHEMBL421362,C[C@@H](O)[C@@H]1NC(=O)[C@H](CCCCN)NC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc4ccccc4)NC(=O)[C@@H]5CCCN5C(=O)[C@H](Cc6ccccc6)NC1=O,CHEMBL3430218,-7.1
183,CHEMBL121,"N1C(=O)S[C](Cc2ccc(OCCN(C)c3ncccc3)cc2)C1=O	
",CHEMBL3431937,-5.12
184,CHEMBL2216774,"c1cccc(OCC(=O)N2[C](c3scc(c4ncccc4)n3)CCCC2)c1	
",CHEMBL3431937,-5.04
185,CHEMBL2216778,"c1c(C(=O)Nc2cc(F)ccc2)cc2c(O[C](C(=O)[O-])CN2S(=O)(=O)c2cc(Cl)ccc2OC)c1	
",CHEMBL3431937,-6.85
186,CHEMBL2216779,"c1c(C(=O)[O-])ccc(NC(=O)c2cc3c(CCN3S(=O)(=O)c3cc(Cl)ccc3OC)cc2)c1	
",CHEMBL3431937,-5.56
187,CHEMBL3431460,"c1ccc(OCC(=O)N2CCCC[C]2c2nc(c3ccc4c(NC(=O)C4)c3)no2)cc1	
",CHEMBL3431937,-5.84
188,CHEMBL3431462,"c1ccc(OCC(=O)N2CCCC[C]2C(=O)N2Cc3ccc(Cl)cc3C2)cc1	
",CHEMBL3431937,-5.3
189,CHEMBL3431464,"Cc1c(c2nc([C]3CCCCN3C(=O)COc3ccccc3)on2)snn1	
",CHEMBL3431937,-5.23
190,CHEMBL3431465,"CCn1c(C)nc(Cl)c1c1nc([C]2CCCCN2C(=O)COc2ccccc2)on1	
",CHEMBL3431937,-5.4
191,CHEMBL3431466,"Cn1cnc(Br)c1c1nc([C]2CCCCN2C(=O)COc2ccccc2)on1	
",CHEMBL3431937,-5.25
192,CHEMBL3431467,"Cc1cc(c2nc([C]3CCCCN3C(=O)COc3ccccc3)on2)n(C)n1	
",CHEMBL3431937,-5.36
193,CHEMBL3431468,"Cc1c(Cl)c(c2nc([C]3CCCCN3C(=O)COc3ccccc3)on2)n(C)n1	
",CHEMBL3431937,-5.78
194,CHEMBL3431469,"Cc1cc(c2nc([C]3CCCCN3C(=O)COc3ccccc3)on2)no1	
",CHEMBL3431937,-5.41
195,CHEMBL3431470,"COc1ccc(Cl)cc1S(=O)(=O)N1COc2c1cc(C(=O)Nc1nc(CC(=O)[O-])cs1)cc2	
",CHEMBL3431937,-5.53
196,CHEMBL3431471,"COc1ccc(Cl)cc1S(=O)(=O)N1COc2c1cc(C(=O)Nc1ccc(CC(=O)[O-])cc1)cc2	
",CHEMBL3431937,-5.52
197,CHEMBL3431473,"c1ccc(OCC(=O)N2CCCC[C]2c2nc([C]3CCCCC3)on2)cc1	
",CHEMBL3431937,-6.02
198,CHEMBL3431474,"CO[C]1CC[C](c2nc([C]3CCCCN3C(=O)COc3ccccc3)no2)CC1	
",CHEMBL3431937,-5.46
199,CHEMBL3431476,"COC(=O)[C]1CCCC[C]1c1nc([C]2CCCCN2C(=O)COc2ccccc2)no1	
",CHEMBL3431937,-5.65
200,CHEMBL3431477,"CCn1cc(Sc2cc(Cl)ccc2OC)c2c1ccc(C(=O)Nc1ccc(C(=O)[O-])cc1)c2	
",CHEMBL3431937,-6.15
201,CHEMBL3431478,"CCn1cc(S(=O)(=O)c2cc(Cl)ccc2OC)c2c1ccc(C(=O)Nc1ccc(C(=O)[O-])cc1)c2	
",CHEMBL3431937,-6.17
202,CHEMBL3431479,"CC1(C)C(=O)N(c2ccc(Cl)c(c3nc([C]4CCCCN4C(=O)COc4ccccc4)no3)c2)C(=O)N1	
",CHEMBL3431937,-6.31
203,CHEMBL3431480,"c1ccc(OCC(=O)N2CCCC[C]2c2nc(c3c(Cl)cnc(N)n3)on2)cc1	
",CHEMBL3431937,-5.45
204,CHEMBL3431481,"c1ccc(OCC(=O)N2CCCC[C]2c2nc(c3ccc(n4cncn4)cc3)on2)cc1	
",CHEMBL3431937,-5.65
205,CHEMBL3431482,"c1ccc(OCC(=O)N2CCCC[C]2c2nc(c3ccc(n4cnnn4)cc3)on2)cc1	
",CHEMBL3431937,-5.77
206,CHEMBL3431483,"c1ccc(OCC(=O)N2CCCC[C]2c2nc(c3cccc4c3[nH]cn4)on2)cc1	
",CHEMBL3431937,-5.78
207,CHEMBL3431484,"CC(=O)c1ccc(c2nc([C]3CCCCN3C(=O)COc3ccccc3)no2)cc1	
",CHEMBL3431937,-5.81
208,CHEMBL3431485,"c1ccc(OCC(=O)N2CCCC[C]2c2nc(c3cnc4ccccc4n3)on2)cc1	
",CHEMBL3431937,-5.38
209,CHEMBL3431486,"CS(=O)(=O)c1cccc(c2nc([C]3CCCCN3C(=O)COc3ccccc3)no2)c1	
",CHEMBL3431937,-5.53
210,CHEMBL3431487,"c1ccc(OCC(=O)N2CCCC[C]2c2nc(c3ccc(Cl)nc3)on2)cc1	
",CHEMBL3431937,-5.29
211,CHEMBL3431488,"c1ccc(OCC(=O)N2CCCC[C]2c2nc(c3ccc4c(scn4)c3)on2)cc1	
",CHEMBL3431937,-5.62
212,CHEMBL3431490,"c1ccc(OCC(=O)N2CCCC[C]2c2nc(c3ccc(C(F)(F)F)nc3)on2)cc1	
",CHEMBL3431937,-5.66
213,CHEMBL3431491,"c1ccc(OCC(=O)N2CCCC[C]2c2nc(c3ccc4c(nns4)c3)on2)cc1	
",CHEMBL3431937,-5.62
214,CHEMBL3431492,"c1ccc(OCC(=O)N2CCCC[C]2c2nc(c3ccc4cccnc4n3)on2)cc1	
",CHEMBL3431937,-5.27
215,CHEMBL3431493,"c1ccc(OCC(=O)N2CCCC[C]2c2nc(c3ccc4cnccc4n3)on2)cc1	
",CHEMBL3431937,-5.35
216,CHEMBL3431494,"c1ccc(OCC(=O)N2CCCC[C]2c2nc(c3cnnc4c3cccc4)on2)cc1	
",CHEMBL3431937,-5.44
217,CHEMBL3431495,"c1ccc(OCC(=O)N2CCCC[C]2c2nc(c3ccc4c([nH]nn4)c3)on2)cc1	
",CHEMBL3431937,-5.67
218,CHEMBL3431496,"c1ccc(OCC(=O)N2CCCC[C]2c2[nH]nc(c3cccc(N4C(=O)CCC4=O)c3)n2)cc1	
",CHEMBL3431937,-5.48
219,CHEMBL3431497,"COc1ccc(Cl)cc1S(=O)(=O)N1CCOc2c1cc(C(=O)Nc1ccccc1)cn2	
",CHEMBL3431937,-5.36
220,CHEMBL3431498,"C[C]1CN(S(=O)(=O)c2cc(Cl)ccc2OC)c2c1ccc(C(=O)Nc1ccc(C(=O)[O-])cc1)c2	
",CHEMBL3431937,-5.55
221,CHEMBL3431499,"C[C]1CN(S(=O)(=O)c2cc(Cl)ccc2OC)c2c1ccc(C(=O)Nc1ccc(C(=O)[O-])cc1)c2	
",CHEMBL3431937,-5.54
222,CHEMBL3431500,"c1ccc(OCC(=O)N2CCOC[C]2c2nc(c3ccc4c([nH]cn4)c3)no2)cc1	
",CHEMBL3431937,-5.55
223,CHEMBL3431501,"COc1ccc(Cl)cc1S(=O)(=O)N1CCOc2c1cc(C(=O)Nc1ccc(C(=O)[O-])cc1)cn2	
",CHEMBL3431937,-6.13
224,CHEMBL3431502,"c1ccc(OCC(=O)N2CCCC[C]2c2nc(c3ccc(N)nc3)no2)cc1	
",CHEMBL3431937,-5.35
225,CHEMBL3431503,"c1ccc(OCC(=O)N2CCCC[C]2c2nc(c3ccc4c([nH]cn4)c3)on2)cc1	
",CHEMBL3431937,-5.52
226,CHEMBL3431504,"COc1ccc(Cl)cc1S(=O)(=O)N1CCS(=O)(=O)c2c1cc(C(=O)Nc1ccc(C(=O)[O-])cc1)cc2	
",CHEMBL3431937,-5.72
227,CHEMBL3431505,"COc1ccc(Cl)cc1S(=O)(=O)N1CCOc2c1cc(C(=O)Nc1ccccc1)cc2	
",CHEMBL3431937,-5.9
228,CHEMBL3431506,"CC1(C)c2ccc(C(=O)Nc3ccc(C(=O)[O-])cc3)cc2N(Cc2cc(Cl)ccc2OC)C(=O)O1	
",CHEMBL3431937,-5.74
229,CHEMBL3431507,"CC1(C)c2ccc(C(=O)Nc3nc(CC(=O)[O-])cs3)cc2N(Cc2cc(Cl)ccc2OC)C(=O)O1	
",CHEMBL3431937,-5.71
230,CHEMBL3431508,"CC(=O)Nc1cccc(n2nc([C]3CCCCN3C(=O)COc3ccccc3)nn2)c1	
",CHEMBL3431937,-5.46
231,CHEMBL3431509,"CC(=O)NCc1cccc(c2nc([C]3CCCCN3C(=O)COc3ccccc3)no2)c1	
",CHEMBL3431937,-5.53
232,CHEMBL3431510,"CS(=O)(=O)NCc1cccc(c2nc([C]3CCCCN3C(=O)COc3ccccc3)no2)c1	
",CHEMBL3431937,-5.75
233,CHEMBL3431511,"COc1ccc(Cl)cc1S(=O)(=O)N1CCOc2c1cc(C(=O)Nc1ccc(CC(=O)[O-])cc1)cc2F	
",CHEMBL3431937,-5.55
234,CHEMBL3431512,"COc1ccc(Cl)cc1S(=O)(=O)N1CCOc2c1cc(C(=O)Nc1nc(CC(=O)[O-])cs1)cc2F	
",CHEMBL3431937,-5.61
235,CHEMBL3431513,"COc1ccc2c(c(C(=O)COc3ccncc3)c[nH]2)c1	
",CHEMBL3431937,-7.7
236,CHEMBL3431514,"c1cc(C(=O)Nc2ccc(c3[nH]nnn3)cc2)cc(NS(=O)(=O)c2cccc(Cl)c2)c1	
",CHEMBL3431937,-7.56
237,CHEMBL3431515,"c1ccc(OCC(=O)N2CCCC[C]2c2nc(c3ccc(C(=O)N)cc3)no2)cc1	
",CHEMBL3431937,-5.29
238,CHEMBL3431516,"c1ccc(OCC(=O)N2CCCC[C]2c2nc(c3cccc(S(=O)(=O)N)c3)no2)cc1	
",CHEMBL3431937,-5.79
239,CHEMBL3431517,"c1ccc(OCC(=O)N2CCCC[C]2c2nc(c3cccc(C(=O)[O-])c3)no2)cc1	
",CHEMBL3431937,-5.72
240,CHEMBL3431518,"c1cc(C(=O)Nc2ccc(C(=O)[O-])cc2)cc(S(=O)(=O)N2CCCc3c2cc(C(F)(F)F)cc3)c1	
",CHEMBL3431937,-5.44
241,CHEMBL3431519,"CCN(C(=O)c1ccc(c2nc([C]3CCCCN3C(=O)COc3ccccc3)on2)cc1)CC	
",CHEMBL3431937,-5.83
242,CHEMBL3431520,"Cc1cc(C(=O)Nc2ccc(C(=O)[O-])cc2)cc(S(=O)(=O)Nc2cccc(C(F)(F)F)c2)c1C	
",CHEMBL3431937,-6.08
243,CHEMBL3431521,"c1cc(NC(=O)c2ccc(Cl)c(NS(=O)(=O)c3cc(Cl)cc(Cl)c3)c2)ccc1C(=O)[O-]	
",CHEMBL3431937,-5.65
244,CHEMBL3431522,"COc1ccc(Cl)cc1S(=O)(=O)Nc1cc(C(=O)Nc2ccc(C(=O)[O-])cc2)cc(OC)c1OC	
",CHEMBL3431937,-5.8
245,CHEMBL3431523,"c1ccc(OCC(=O)N2CCCC[C]2c2nc(c3ccc(Cl)cc3)no2)cc1	
",CHEMBL3431937,-6.02
