No.,Compound ID,SMILES,Assay ID,LogP app
372,CHEMBL3431665,"c1ccc(OCC(=O)N2CCCC[C]2c2nc(c3cccc(N)n3)on2)cc1	
",CHEMBL3431937,-5.26
373,CHEMBL3431666,"c1ccc(OCC(=O)N2CCCC[C]2c2nc(c3ccc(C#N)nc3)on2)cc1	
",CHEMBL3431937,-5.07
374,CHEMBL3431667,"c1ccc(OCC(=O)N2CCCC[C]2c2nc(c3cccc4c3c(=O)[nH][nH]4)on2)cc1	
",CHEMBL3431937,-5.19
375,CHEMBL3431668,"CC1(C)c2ccc(C(=O)Nc3ccc(C(=O)[O-])c(Cl)c3)cc2N(Cc2cc(Cl)ccc2OC)C(=O)O1	
",CHEMBL3431937,-5.96
376,CHEMBL3431669,"CC1(C)c2ccc(C(=O)Nc3ccc(CC(=O)[O-])c(Cl)c3)cc2N(Cc2cc(Cl)ccc2OC)C(=O)O1	
",CHEMBL3431937,-5.87
377,CHEMBL3431670,"c1ccc(OCC(=O)N2CCCC[C]2c2nc(c3ccnc(N)c3)on2)cc1	
",CHEMBL3431937,-5.31
378,CHEMBL3431671,"CC1(C)c2ccc(C(=O)Nc3ccc(CC(=O)[O-])cc3)cc2N(Cc2cc(Cl)ccc2OC)C(=O)O1	
",CHEMBL3431937,-5.77
379,CHEMBL3431672,"CC(=O)Nc1cc(c2[nH]c([C]3CCCCN3C(=O)COc3ccccc3)nn2)cc(F)c1	
",CHEMBL3431937,-5.77
380,CHEMBL3431673,"CC(=O)Nc1cc(c2[nH]c([C]3CCCCN3C(=O)COc3ccccc3)nn2)ccc1F	
",CHEMBL3431937,-5.57
381,CHEMBL3431674,"CC(=O)Nc1cc(c2nc([C]3CCCCN3C(=O)COc3ccccc3)on2)cc(F)c1	
",CHEMBL3431937,-5.87
382,CHEMBL3431675,"CC(=O)Nc1cc(c2nc([C]3CCCCN3C(=O)COc3ccccc3)on2)ccc1F	
",CHEMBL3431937,-5.66
383,CHEMBL3431677,"Cc1cccc(S(=O)(=O)N2CCOc3c2cc(C(=O)Nc2nc(CC(=O)[O-])cs2)cc3)c1	
",CHEMBL3431937,-5.51
384,CHEMBL3431678,"c1cc(S(=O)(=O)N2CCOc3c2cc(C(=O)Nc2nc(CC(=O)[O-])cs2)cc3)cc(Cl)c1	
",CHEMBL3431937,-5.54
385,CHEMBL3431679,"Cc1cc(C)cc(S(=O)(=O)N2CCOc3c2cc(C(=O)Nc2nc(CC(=O)[O-])cs2)cc3)c1	
",CHEMBL3431937,-5.5
386,CHEMBL3431681,"COc1ccc(Cl)cc1S(=O)(=O)n1ccc2c1cc(C(=O)Nc1ccc(CC(=O)[O-])cc1)cc2	
",CHEMBL3431937,-5.7
387,CHEMBL3431682,"Cc1ccc(OC)c(S(=O)(=O)n2ccc3c2cc(C(=O)Nc2ccc(CC(=O)[O-])cc2)cc3)c1	
",CHEMBL3431937,-5.55
388,CHEMBL3431683,"c1ccc(OCC(=O)N2CCCC[C]2c2[nH]nc(c3ccc(N)nc3)n2)cc1	
",CHEMBL3431937,-5.4
389,CHEMBL3431685,"Cn1cc(S(=O)(=O)c2cccc(Cl)c2)c2c1ccc(C(=O)Nc1nc(CC(=O)[O-])cs1)c2	
",CHEMBL3431937,-6.02
390,CHEMBL3431686,"Cc1cc(C)cc(S(=O)(=O)n2ccc3c2cc(C(=O)Nc2ccc(CC(=O)[O-])cc2)cc3)c1	
",CHEMBL3431937,-5.72
391,CHEMBL3431687,"c1cc(S(=O)(=O)n2ccc3c2cc(C(=O)Nc2ccc(CC(=O)[O-])cc2)cc3)cc(Cl)c1	
",CHEMBL3431937,-5.65
392,CHEMBL3431688,"CC(=O)NCc1cccc(c2[nH]c([C]3CCCCN3C(=O)COc3ccccc3)nn2)c1	
",CHEMBL3431937,-5.39
393,CHEMBL3431689,"Cc1ccc(OC)c(S(=O)(=O)N2CCc3c2cc(C(=O)Nc2ccc(CC(=O)[O-])cc2)cc3)c1	
",CHEMBL3431937,-5.66
394,CHEMBL3431690,"Cc1cc(C)cc(S(=O)(=O)N2CCc3c2cc(C(=O)Nc2ccc(CC(=O)[O-])cc2)cc3)c1	
",CHEMBL3431937,-5.39
395,CHEMBL3431691,"c1cc(S(=O)(=O)N2CCc3c2cc(C(=O)Nc2ccc(CC(=O)[O-])cc2)cc3)cc(Cl)c1	
",CHEMBL3431937,-5.44
396,CHEMBL3431692,"c1ccc(OCC(=O)N2CCCC[C]2C(=O)N2CCc3ccccc3C2)cc1	
",CHEMBL3431937,-5.38
397,CHEMBL3431693,"c1ccc(CNC(=O)[C]2CCCCN2C(=O)COc2ccccc2)cc1	
",CHEMBL3431937,-5.15
398,CHEMBL3431694,"CN(C(=O)[C]1CCCCN1C(=O)COc1ccccc1)Cc1ccccc1	
",CHEMBL3431937,-5.04
399,CHEMBL3431695,"CCN(C(=O)c1nc([C]2CCCCN2C(=O)COc2ccccc2)no1)CC	
",CHEMBL3431937,-4.94
400,CHEMBL3431697,"c1ccc(OCC(=O)N2CCCC[C]2c2nc(c3ccc([N+](=O)[O-])s3)no2)cc1	
",CHEMBL3431937,-5.36
401,CHEMBL3431698,"c1ccc(OCC(=O)N2CCCC[C]2c2nc(c3ccc([N+](=O)[O-])o3)no2)cc1	
",CHEMBL3431937,-5.29
402,CHEMBL3431699,"c1ccc(OCC(=O)N2CCCC[C]2c2[nH]nc(c3cccs3)n2)cc1	
",CHEMBL3431937,-5.57
403,CHEMBL3431700,"c1ccc(OCC(=O)N2CCCC[C]2c2[nH]nc(c3ccccc3F)n2)cc1	
",CHEMBL3431937,-5.32
404,CHEMBL3431701,"c1ccc(OCC(=O)N2CCCC[C]2c2[nH]nc(c3cccc(F)c3)n2)cc1	
",CHEMBL3431937,-5.84
405,CHEMBL3431702,"c1ccc(OCC(=O)N2CCCC[C]2c2[nH]nc(c3ccc(F)c(F)c3)n2)cc1	
",CHEMBL3431937,-5.77
406,CHEMBL3431703,"COc1ccc(c2nc([C]3CCCCN3C(=O)C#Cc3ccccc3)on2)cc1	
",CHEMBL3431937,-5.61
407,CHEMBL3431704,"COc1ccc(Cl)cc1S(=O)(=O)N1C[C](C(=O)[O-])Oc2c1cc(C(=O)Nc1ccccc1)cc2	
",CHEMBL3431937,-7.52
408,CHEMBL3431705,"c1ccc(OCC(=O)N2CCCC[C]2C#Cc2ccc(C#N)cc2)cc1	
",CHEMBL3431937,-6.22
409,CHEMBL3431706,"c1ccc(OCC(=O)N2CCCC[C]2C#Cc2ccc(S(=O)(=O)N)cc2)cc1	
",CHEMBL3431937,-5.39
410,CHEMBL3431707,"c1ccc(OCC(=O)N2CCCC[C]2C#Cc2ccc3c(OCC(=O)N3)c2)cc1	
",CHEMBL3431937,-5.96
411,CHEMBL3431708,"c1ccc(OCC(=O)N2CCCC[C]2c2nnn(c3ccc4c(cc[nH]4)c3)n2)cc1	
",CHEMBL3431937,-5.64
412,CHEMBL3431709,"CC(=O)Nc1ccc(n2nc([C]3CCCCN3C(=O)COc3ccccc3)nn2)cc1	
",CHEMBL3431937,-5.57
413,CHEMBL3431710,"c1ccc(OCC(=O)N2CCCC[C]2C#Cc2ccc(C(=O)N)cc2)cc1	
",CHEMBL3431937,-5.53
414,CHEMBL3431711,"Cn1cc(Cc2cc(Cl)ccc2OC)c2c1ccc(C(=O)Nc1nc(CC(=O)[O-])cs1)c2	
",CHEMBL3431937,-6.29
415,CHEMBL3431712,"Cn1cc(Cc2cc(Cl)ccc2OC)c2c1ccc(C(=O)Nc1ccc(CC(=O)[O-])cc1)c2	
",CHEMBL3431937,-6.07
416,CHEMBL3431713,"c1ccc(OCC(=O)N2CCCC[C]2c2nc(c3cccc(n4cn[nH]c4=O)c3)on2)cc1	
",CHEMBL3431937,-5.46
417,CHEMBL3431714,"c1ccc(OCC(=O)N2CCCC[C]2c2nc(c3cccc(N4CC(=O)NC4=O)c3)on2)cc1	
",CHEMBL3431937,-5.47
418,CHEMBL3431715,"c1ccc(OCC(=O)N2CCCC[C]2c2nc(c3cccc(N4CCCS4(=O)=O)c3)on2)cc1	
",CHEMBL3431937,-6
419,CHEMBL3431716,"c1ccc(OCC(=O)N2CCCC[C]2c2nc(c3cccc(N4CCCC4=O)c3)on2)cc1	
",CHEMBL3431937,-5.63
420,CHEMBL3431717,"Cc1cc(C(=O)Nc2ccc(CC(=O)[O-])cc2)cc2c1OCCN2S(=O)(=O)c1cc(Cl)ccc1OC	
",CHEMBL3431937,-5.68
421,CHEMBL3431718,"Cc1cc(C(=O)Nc2ccc(CC(=O)[O-])cc2)cc2c1OCN2S(=O)(=O)c1cc(Cl)ccc1OC	
",CHEMBL3431937,-5.5
422,CHEMBL3431719,"Cc1cc(C(=O)Nc2nc(CC(=O)[O-])cs2)cc2c1OCCN2S(=O)(=O)c1cc(Cl)ccc1OC	
",CHEMBL3431937,-5.73
423,CHEMBL3431720,"Cn1cc(Cc2cc(Cl)ccc2OC)c2c1ccc(C(=O)Nc1ccc(C(=O)[O-])cc1)c2	
",CHEMBL3431937,-6.33
424,CHEMBL3431721,"Cc1cc(C(=O)Nc2nc(CC(=O)[O-])cs2)cc2c1OCN2S(=O)(=O)c1cc(Cl)ccc1OC	
",CHEMBL3431937,-5.56
425,CHEMBL3431722,"COc1ccc(Cl)cc1S(=O)(=O)N1CCCc2c1cc(Oc1ccc(CC(=O)[O-])cc1)cc2	
",CHEMBL3431937,-6.11
426,CHEMBL3431724,"CCOc1ccc(C(=O)Nc2ccc(CC(=O)[O-])cc2)cc1N(S(=O)(=O)c1cc(Cl)ccc1OC)CCS(=O)[O-]	
",CHEMBL3431937,-7.4
427,CHEMBL3431725,"CCOc1ccc(C(=O)Nc2ccc(C(=O)[O-])c(F)c2)cc1N(S(=O)(=O)c1cc(Cl)ccc1OC)CCS(=O)[O-]	
",CHEMBL3431937,-7.16
428,CHEMBL3431726,"COc1ccc(Cl)cc1CN1c2cc(C(=O)Nc3ccc(CC(=O)[O-])cc3)ccc2COC1=O	
",CHEMBL3431937,-5.83
429,CHEMBL3431727,"COc1ccc(Cl)cc1Cc1c[nH]c2c1cc(C(=O)Nc1nc(CC(=O)[O-])cs1)cc2	
",CHEMBL3431937,-6.31
430,CHEMBL3431728,"COc1ccc(Cl)cc1Cc1c[nH]c2c1cc(C(=O)Nc1ccc(CC(=O)[O-])cc1)cc2	
",CHEMBL3431937,-6.37
431,CHEMBL3431729,"c1ccc(OCC(=O)N2CCCC[C]2C(=O)N2CCc3cccc(Cl)c3C2)cc1	
",CHEMBL3431937,-5.72
432,CHEMBL3431731,"COc1cccc2c1CCN(C(=O)[C]1CCCCN1C(=O)COc1ccccc1)C2	
",CHEMBL3431937,-5.26
433,CHEMBL3431732,"c1ccc(OCC(=O)N2CCCC[C]2C(=O)N2CCc3ccc(S(=O)(=O)N)cc3C2)cc1	
",CHEMBL3431937,-5.35
434,CHEMBL3431734,"C[N@@H+]1CCN(c2cc3c(CN(C(=O)[C]4CCCCN4C(=O)COc4ccccc4)C3)cc2Cl)CC1	
",CHEMBL3431937,-5.5
435,CHEMBL3431735,"c1ccc(OCC(=O)N2CCCC[C]2C(=O)N2Cc3cc(N4CCOCC4)c(Cl)cc3C2)cc1	
",CHEMBL3431937,-5.23
436,CHEMBL3431736,"CCOc1ccc2c(CN(C(=O)[C]3CCCCN3C(=O)COc3ccccc3)C2)c1	
",CHEMBL3431937,-5.26
437,CHEMBL3431737,"c1ccc(OCC(=O)N2CCCC[C]2C(=O)N2Cc3ccc([C]4CCOCC4)cc3C2)cc1	
",CHEMBL3431937,-5.35
438,CHEMBL3431738,"c1ccc(OCC(=O)N2CCCC[C]2C(=O)N2Cc3ccc(OC[C]4CC4)cc3C2)cc1	
",CHEMBL3431937,-5.57
439,CHEMBL3431739,"c1ccc(OCC(=O)N2CCCC[C]2C(=O)N2Cc3ccc([C]4CCOC4)cc3C2)cc1	
",CHEMBL3431937,-5.33
440,CHEMBL3431740,"COc1ccc(Cl)cc1CN1c2cc(C(=O)Nc3nc(CC(=O)[O-])cs3)ccc2COC1=O	
",CHEMBL3431937,-5.77
441,CHEMBL3431741,"c1ccc(OCC(=O)N2CCCC[C]2c2nc(c3cccc(n4cc[nH]c4=O)c3)on2)cc1	
",CHEMBL3431937,-5.13
442,CHEMBL3431742,"c1ccc(OCC(=O)N2CCCC[C]2c2nc(C(=O)N3CCOCC3)on2)cc1	
",CHEMBL3431937,-5.09
443,CHEMBL3431743,"c1ccc(OCC(=O)N2CCCC[C]2c2nc(C(=O)N3CC[C](c4ccncc4)C3)on2)cc1	
",CHEMBL3431937,-5.37
444,CHEMBL3431744,"Cn1ccc(c2nc([C]3CCCCN3C(=O)COc3ccccc3)no2)n1	
",CHEMBL3431937,-5.03
445,CHEMBL3431745,"c1ccc(OCC(=O)N2CCCC[C]2c2nc(c3cc[nH]n3)on2)cc1	
",CHEMBL3431937,-5.23
446,CHEMBL3431746,"Cc1cc(c2nc([C]3CCCCN3C(=O)COc3ccccc3)no2)no1	
",CHEMBL3431937,-5.17
447,CHEMBL3431747,"Cc1cc(c2nc([C]3CCCCN3C(=O)COc3ccccc3)no2)n(C)n1	
",CHEMBL3431937,-5.19
448,CHEMBL3431748,"Cc1cc(c2nc([C]3CCCCN3C(=O)COc3ccccc3)no2)[nH]n1	
",CHEMBL3431937,-5.22
449,CHEMBL3431749,"Cc1cc(c2nc([C]3CCCCN3C(=O)COc3ccccc3)no2)on1	
",CHEMBL3431937,-5.02
450,CHEMBL3431750,"c1ccc(OCC(=O)N2CCCC[C]2c2nc(c3cc([N+](=O)[O-])[nH]n3)on2)cc1	
",CHEMBL3431937,-5.16
451,CHEMBL3431751,"c1ccc(OCC(=O)N2CCCC[C]2c2nc(c3ccc4c(COC(=O)N4)c3)no2)cc1	
",CHEMBL3431937,-5.45
452,CHEMBL3431752,"Cc1cc(C)cc(S(=O)(=O)N2CCc3c2cc(C(=O)Nc2nc(CC(=O)[O-])cs2)cc3)c1	
",CHEMBL3431937,-5.65
453,CHEMBL3431753,"c1cc(S(=O)(=O)N2CCc3c2cc(C(=O)Nc2nc(CC(=O)[O-])cs2)cc3)cc(Cl)c1	
",CHEMBL3431937,-5.54
454,CHEMBL3431754,"COc1ccc(Cl)cc1S(=O)(=O)N1CCOc2c1cc(C(=O)Nc1ncc(CC(=O)[O-])s1)cc2	
",CHEMBL3431937,-5.66
455,CHEMBL3431756,"c1cc(CN2c3cc(C(=O)Nc4ccc(C(=O)[O-])cc4)ccc3S(=O)(=O)CC2=O)cc(Cl)c1	
",CHEMBL3431937,-5.98
456,CHEMBL3431757,"c1ccc(OCC(=O)N2CCCC[C]2c2[nH]nc(c3ccc4c(NC(=O)NC4)c3)n2)cc1	
",CHEMBL3431937,-5.66
457,CHEMBL3431758,"c1ccc(OCC(=O)N2CCCC[C]2c2nc(c3cccc(N4CCCS4(=O)=O)c3)no2)cc1	
",CHEMBL3431937,-4.61
458,CHEMBL3431759,"c1ccc(OCC(=O)N2CCCC[C]2c2nc(c3cccc(N4CCCC4=O)c3)no2)cc1	
",CHEMBL3431937,-5.41
459,CHEMBL3431760,"c1ccc(OCC(=O)N2CCCC[C]2c2nc(c3cccc(N4CC(=O)NC4=O)c3)no2)cc1	
",CHEMBL3431937,-5.42
460,CHEMBL3431761,"c1ccc(OCC(=O)N2CCCC[C]2c2nc(c3cccc(n4cn[nH]c4=O)c3)no2)cc1	
",CHEMBL3431937,-5.31
461,CHEMBL3431762,"c1ccc(OCc2nc3cc(F)ccc3n2[C]2CCN(C(=O)COc3ccccc3)CC2)cc1	
",CHEMBL3431937,-5.64
462,CHEMBL3431763,"COc1ccc(Cl)cc1S(=O)(=O)N1CCS(=O)(=O)c2c1cc(C(=O)Nc1ccc(C(=O)[O-])c(F)c1)cc2	
",CHEMBL3431937,-6.68
463,CHEMBL3431764,"COc1ccc(Cl)cc1S(=O)(=O)N1CCSc2c1cc(C(=O)Nc1ccc(C(=O)[O-])c(F)c1)cc2	
",CHEMBL3431937,-5.59
464,CHEMBL3431766,"c1ccc(c2cn(CC(=O)Nc3ccc(C(=O)[O-])cc3)c3c2cccc3)cc1	
",CHEMBL3431937,-5.76
465,CHEMBL3431767,"COc1ccc(Cl)cc1S(=O)(=O)N1CCS(=O)(=O)c2c1cc(C(=O)Nc1ccc(C(=O)[O-])c(Cl)c1)cc2	
",CHEMBL3431937,-7.22
466,CHEMBL3431768,"CC(=O)Nc1ccc(c2nc([C]3CCCCN3C(=O)C#Cc3ccccc3)on2)cc1C(F)(F)F	
",CHEMBL3431937,-5.82
467,CHEMBL3431769,"CN(C(=O)CCC(=O)Nc1cc(c2nc([C]3CCCCN3C(=O)COc3ccccc3)on2)cc(F)c1)C	
",CHEMBL3431937,-6.08
468,CHEMBL3431770,"COc1ccc(Cl)cc1Cn1cc(C(=O)[O-])c2c1cc(C(=O)Nc1ccccc1)cc2	
",CHEMBL3431937,-6.28
469,CHEMBL3431773,"CN(S(=O)(=O)c1cc(Cl)ccc1OC)c1cccc(C(=O)Nc2nc(CC(=O)[O-])cs2)c1	
",CHEMBL3431937,-5.61
470,CHEMBL3431779,"COc1ccc(Cl)cc1Cn1ccc2c1cc(C(=O)Nc1nc(CC(=O)[O-])cs1)cc2	
",CHEMBL3431937,-5.94
471,CHEMBL3431781,"CCOC(=O)[C]1CN(S(=O)(=O)c2cc(Cl)ccc2OC)c2cc(C(=O)Nc3cccc(F)c3)ccc2O1	
",CHEMBL3431937,-5.88
472,CHEMBL3431782,"Cn1c2ccc(C(=O)Nc3ccc(C(=O)[O-])cc3)cc2c(S(=O)(=O)c2cc(Cl)ccc2OC)n1	
",CHEMBL3431937,-5.72
473,CHEMBL3431783,"Cn1c(S(=O)(=O)c2cc(Cl)ccc2OC)c2cc(C(=O)Nc3ccc(C(=O)[O-])cc3)ccc2n1	
",CHEMBL3431937,-5.65
474,CHEMBL3431784,"COc1ccc(Cl)cc1S(=O)(=O)N1C[C](C(=O)[O-])Oc2c1cc(C(=O)Nc1ccccc1F)cc2	
",CHEMBL3431937,-6.42
475,CHEMBL3431785,"COc1ccc(Cl)cc1S(=O)(=O)N1C[C](C(=O)[O-])Oc2c1cc(C(=O)Nc1ccc(F)cc1)cc2	
",CHEMBL3431937,-7.22
476,CHEMBL3431788,"c1cc(S(=O)(=O)N2CCS(=O)(=O)c3c2cc(C(=O)Nc2ccc(C(=O)[O-])cc2)cc3)cc(Cl)c1	
",CHEMBL3431937,-6.07
477,CHEMBL3431789,"Cc1cc(C)cc(S(=O)(=O)N2CCS(=O)(=O)c3c2cc(C(=O)Nc2ccc(C(=O)[O-])cc2)cc3)c1	
",CHEMBL3431937,-5.71
478,CHEMBL3431790,"c1ccc(OCC(=O)N2CCCC[C]2c2[nH]nc(c3cccc(N4CC(=O)NC4=O)c3)n2)cc1	
",CHEMBL3431937,-5.72
479,CHEMBL3431792,"Cn1c2ccc(C(=O)Nc3ccc(CC(=O)[O-])cc3)cc2c(S(=O)(=O)c2cc(Cl)ccc2OC)n1	
",CHEMBL3431937,-6.41
480,CHEMBL3431793,"Cc1cc(C)cc(S(=O)(=O)N2CCSc3c2cc(C(=O)Nc2ccc(C(=O)[O-])cc2)cc3)c1	
",CHEMBL3431937,-5.75
481,CHEMBL3431794,"c1cc(S(=O)(=O)N2CCSc3c2cc(C(=O)Nc2ccc(C(=O)[O-])cc2)cc3)cc(Cl)c1	
",CHEMBL3431937,-5.55
482,CHEMBL3431795,"c1cc(S(=O)(=O)N2CCS(=O)c3c2cc(C(=O)Nc2ccc(C(=O)[O-])cc2)cc3)cc(Cl)c1	
",CHEMBL3431937,-6.55
483,CHEMBL3431796,"Cc1cc(C)cc(S(=O)(=O)N2CCS(=O)c3c2cc(C(=O)Nc2ccc(C(=O)[O-])cc2)cc3)c1	
",CHEMBL3431937,-6.31
484,CHEMBL3431797,"COc1ccc(Cl)cc1CN1c2cc(C(=O)Nc3nc(CC(=O)[O-])cs3)ccc2C2(CC2)C1=O	
",CHEMBL3431937,-5.99
485,CHEMBL3431798,"COc1ccc(Cl)cc1S(=O)(=O)Nc1cc(C(=O)Nc2ccccc2)ccc1CCC(=O)[O-]	
",CHEMBL3431937,-5.62
486,CHEMBL3431799,"c1ccc(OCC(=O)N2CCCC[C]2C(=O)N2Cc3cc(O[C]4CCOCC4)c(F)cc3C2)cc1	
",CHEMBL3431937,-5.45
487,CHEMBL3431800,"c1ccc(OCC(=O)N2CCCC[C]2C(=O)N2Cc3cc(N4CCOCC4)c(F)cc3C2)cc1	
",CHEMBL3431937,-5.08
488,CHEMBL3431802,"c1ccc(OCC(=O)N2CCCC[C]2C(=O)N2Cc3ccc(O[C]4CCOC4)cc3C2)cc1	
",CHEMBL3431937,-4.94
489,CHEMBL3431804,"c1ccc(c2csc([C]3CCCCN3C(=O)COc3ccccc3)n2)cc1	
",CHEMBL3431937,-5.83
490,CHEMBL3431805,"c1ccc(OCC(=O)N2CCCC[C]2c2nc(c3ccc(C(=O)[O-])cc3)cs2)cc1	
",CHEMBL3431937,-5.29
491,CHEMBL3431806,"c1ccc(OCC(=O)N2CCCC[C]2c2nc(c3cccc(C(=O)[O-])c3)cs2)cc1	
",CHEMBL3431937,-5.3
492,CHEMBL3431807,"c1ccc(OCC(=O)N2CCCC[C]2c2nc(c3cccc(C(=O)[O-])c3)cs2)cc1	
",CHEMBL3431937,-5.45
493,CHEMBL3431808,"c1ccc(OCC(=O)N2CCCC[C]2c2nc(c3cccnc3)cs2)cc1	
",CHEMBL3431937,-5.42
494,CHEMBL3431810,"c1ccc(OCC(=O)N2CCCC[C]2c2nc(c3ccncc3)cs2)cc1	
",CHEMBL3431937,-5.42
495,CHEMBL3431811,"COc1ccc(Cl)cc1CN1c2cc(C(=O)Nc3ccc(C(=O)[O-])cc3)ccc2C2(CC2)C1=O	
",CHEMBL3431937,-5.91
496,CHEMBL3431812,"COc1ccc(Cl)cc1S(=O)(=O)c1c[nH]c2c1cc(C(=O)Nc1ccccc1)cc2	
",CHEMBL3431937,-7.22
497,CHEMBL3431814,"COc1ccc(Cl)cc1S(=O)(=O)c1cn(CC(=O)N)c2c1cc(C(=O)Nc1ccccc1)cc2	
",CHEMBL3431937,-6.52
498,CHEMBL3431816,"COc1ccc(Cl)cc1S(=O)(=O)c1cn(CCC(=O)[O-])c2c1cc(C(=O)Nc1ccccc1)cc2	
",CHEMBL3431937,-6.41
