No.,Compound ID,SMILES,Assay ID,LogP app
499,CHEMBL3431818,"C[C](C(=O)N(c1cc(C(=O)Nc2nc(CC(=O)[O-])cs2)ccc1Cl)Cc1cc(Cl)ccc1OC)C	
",CHEMBL3431937,-5.5
500,CHEMBL3431819,"Cc1cc(C(=O)Nc2ccc(CC(=O)[O-])cc2)cc2c1CCN2S(=O)(=O)c1cc(Cl)ccc1OC	
",CHEMBL3431937,-5.51
501,CHEMBL3431820,"Cc1cc(C(=O)Nc2nc(CC(=O)[O-])cs2)cc2c1CCN2S(=O)(=O)c1cc(Cl)ccc1OC	
",CHEMBL3431937,-5.69
502,CHEMBL3431821,"COc1ccc(Cl)cc1S(=O)(=O)N1CCCCc2c1cc(C(=O)Nc1nc(CC(=O)[O-])cs1)cc2	
",CHEMBL3431937,-5.46
503,CHEMBL3431822,"Cc1ccc(OC)c(S(=O)(=O)N2CCCc3c2cc(C(=O)Nc2nc(CC(=O)[O-])cs2)cc3)c1	
",CHEMBL3431937,-5.77
504,CHEMBL3431823,"COc1ccc(Cl)cc1S(=O)(=O)Nc1cc(C(=O)Nc2ccccc2)ccc1/C=C/C(=O)[O-]	
",CHEMBL3431937,-6
505,CHEMBL3431824,"COc1ccc(Cl)cc1S(=O)(=O)N1COc2c1cc(C(=O)Nc1ccn(CC(=O)[O-])n1)cc2	
",CHEMBL3431937,-7.52
506,CHEMBL3431825,"CN(S(=O)(=O)c1cc(Cl)ccc1OC)c1cc(C(=O)Nc2nc(CC(=O)[O-])cs2)cc2c1OCO2	
",CHEMBL3431937,-5.61
507,CHEMBL3431826,"CN(S(=O)(=O)c1cc(Cl)ccc1OC)c1cc(C(=O)Nc2ccc(C(=O)[O-])cc2)cc2c1OCCO2	
",CHEMBL3431937,-5.6
508,CHEMBL3431827,"CN(S(=O)(=O)c1cc(Cl)ccc1OC)c1cc(C(=O)Nc2nc(CC(=O)[O-])cs2)cc2c1OCCO2	
",CHEMBL3431937,-5.89
509,CHEMBL3431829,"CN(S(=O)(=O)c1cc(Cl)ccc1OC)c1cc(C(=O)Nc2ccc(C(=O)[O-])cc2)cc2c1OCO2	
",CHEMBL3431937,-5.69
510,CHEMBL3431830,"COc1ccc(Cl)cc1S(=O)(=O)c1cn(CCCC(=O)[O-])c2c1cc(C(=O)Nc1ccccc1)cc2	
",CHEMBL3431937,-6.57
511,CHEMBL3431831,"COc1ccc(Cl)cc1S(=O)(=O)c1cn(CCO)c2c1cc(C(=O)Nc1ccccc1)cc2	
",CHEMBL3431937,-7.22
512,CHEMBL3431832,"COc1ccc(Cl)cc1S(=O)(=O)c1cn(CCCO)c2c1cc(C(=O)Nc1ccccc1)cc2	
",CHEMBL3431937,-7.22
513,CHEMBL3431835,"COc1ccc(Cl)cc1S(=O)(=O)N1CCc2c1cc(C(=O)Nc1ccn(CC(=O)[O-])n1)cc2	
",CHEMBL3431937,-6.64
514,CHEMBL3431837,"COc1ccc(Cl)cc1S(=O)(=O)c1c2cc(C(=O)Nc3ccccc3)ccc2n(CCC(=O)[O-])n1	
",CHEMBL3431937,-6.17
515,CHEMBL3431838,"COc1ccc(Cl)cc1S(=O)(=O)N1CCOc2c1cc(C(=O)Nc1ccn(CC(=O)[O-])n1)cc2	
",CHEMBL3431937,-7.05
516,CHEMBL3431841,"Cc1cc(C)cc(S(=O)(=O)c2c3cc(C(=O)Nc4ccccc4)ccc3n(CC(=O)[O-])n2)c1	
",CHEMBL3431937,-8
517,CHEMBL3431842,"Cc1cc(C)cc(S(=O)(=O)c2c3cc(C(=O)Nc4ccccc4)ccc3n(CCC(=O)[O-])n2)c1	
",CHEMBL3431937,-6.04
518,CHEMBL3431843,"Cc1cc(C)cc(S(=O)(=O)c2c3cc(C(=O)Nc4ccc(C(=O)[O-])cc4)ccc3[nH]n2)c1	
",CHEMBL3431937,-7.52
519,CHEMBL3431844,"Cc1cc(C)cc(S(=O)(=O)c2c3cc(C(=O)Nc4ccc(C(=O)[O-])cc4)ccc3n(C)n2)c1	
",CHEMBL3431937,-6.12
520,CHEMBL3431845,"COc1ccc(Cl)cc1S(=O)(=O)N1C[C](C(=O)[O-])Cc2c1cc(C(=O)Nc1ccccc1)cc2	
",CHEMBL3431937,-5.74
521,CHEMBL3431846,"Cc1cc(c2[nH]c([C]3CCCCN3C(=O)COc3ccccc3)nn2)n(C)n1	
",CHEMBL3431937,-5.28
522,CHEMBL3431847,"c1ccc(OCC(=O)N2CCCC[C]2c2csc(c3cccc(C(=O)[O-])c3)n2)cc1	
",CHEMBL3431937,-5.63
523,CHEMBL3431848,"CS(=O)(=O)c1ccc(c2csc([C]3CCCCN3C(=O)COc3ccccc3)n2)cc1	
",CHEMBL3431937,-5.68
524,CHEMBL3431854,"c1ccc(OCC(=O)N2CCCC[C]2c2nc(c3ccc(C#N)cc3)cs2)cc1	
",CHEMBL3431937,-5.71
525,CHEMBL3431856,"c1ccc(OCC(=O)N2CCCC[C]2c2nc(c3ccc(Cl)nc3)cs2)cc1	
",CHEMBL3431937,-5.9
526,CHEMBL3431859,"c1ccc(OCC(=O)N2CCCC[C]2c2nc(c3ccc(C(=O)N)cc3)cs2)cc1	
",CHEMBL3431937,-5.26
527,CHEMBL3431860,"CC(=O)Nc1ccc(c2nc([C]3CCCCN3C(=O)COc3ccccc3)cs2)cc1	
",CHEMBL3431937,-5.91
528,CHEMBL3431864,"c1ccc(OCC(=O)N2CCCC[C]2c2csc(c3ccc(C(F)(F)F)nc3)n2)cc1	
",CHEMBL3431937,-5.88
529,CHEMBL3431868,"Cc1ccc(c2nc([C]3CCCCN3C(=O)COc3ccccc3)cs2)cn1	
",CHEMBL3431937,-5.68
530,CHEMBL3431872,"COc1ccc(c2nc([C]3CCCCN3C(=O)COc3ccccc3)cs2)cn1	
",CHEMBL3431937,-6.52
531,CHEMBL3431873,"c1ccc(OCC(=O)N2CCCC[C]2c2csc(c3ccccn3)n2)cc1	
",CHEMBL3431937,-5.32
532,CHEMBL3431878,"Cc1c(c2cccc(C(=O)[O-])c2)nc([C]2CCCCN2C(=O)COc2ccccc2)s1	
",CHEMBL3431937,-5.21
533,CHEMBL3431880,"CN(S(=O)(=O)c1cc(Cl)ccc1OC)c1cc(C(=O)Nc2ncc(CC(=O)[O-])s2)cc2c1OCO2	
",CHEMBL3431937,-5.65
534,CHEMBL3431881,"CN(S(=O)(=O)c1cc(Cl)ccc1OC)c1cc(C(=O)Nc2ccn(CC(=O)[O-])n2)cc2c1OCO2	
",CHEMBL3431937,-6.89
535,CHEMBL3431882,"COc1ccc(Cl)cc1S(=O)(=O)N1CCOc2c1cc(C(=O)Nc1nc(CC(=O)[O-])cs1)cc2Cl	
",CHEMBL3431937,-5.59
536,CHEMBL3431883,"COc1ccc(Cl)cc1S(=O)(=O)N1CCOc2c1cc(C(=O)Nc1ccc(CC(=O)[O-])cc1)cc2Cl	
",CHEMBL3431937,-5.49
537,CHEMBL3431884,"CCN(S(=O)(=O)c1cc(Cl)ccc1OC)c1cc(C(=O)Nc2nc(CC(=O)[O-])cs2)cc2c1OCO2	
",CHEMBL3431937,-5.47
538,CHEMBL3431886,"CCN(S(=O)(=O)c1cc(Cl)ccc1OC)c1cc(C(=O)Nc2ncc(CC(=O)[O-])s2)cc2c1OCO2	
",CHEMBL3431937,-5.49
539,CHEMBL3431888,"CCCN(S(=O)(=O)c1cc(Cl)ccc1OC)c1cc(C(=O)Nc2nc(CC(=O)[O-])cs2)cc2c1OCO2	
",CHEMBL3431937,-5.45
540,CHEMBL3431889,"CCCN(S(=O)(=O)c1cc(Cl)ccc1OC)c1cc(C(=O)Nc2ccc(CC(=O)[O-])cc2)cc2c1OCO2	
",CHEMBL3431937,-5.46
541,CHEMBL3431890,"CCCN(S(=O)(=O)c1cc(Cl)ccc1OC)c1cc(C(=O)Nc2ncc(CC(=O)[O-])s2)cc2c1OCO2	
",CHEMBL3431937,-5.45
542,CHEMBL3431895,"COc1ccc(Cl)cc1S(=O)(=O)N1COc2c1cc(C(=O)Nc1ccc(C(=O)[O-])cc1)cc2F	
",CHEMBL3431937,-5.66
543,CHEMBL3431896,"COc1ccc(Cl)cc1S(=O)(=O)N1COc2c1cc(C(=O)Nc1ccc(C(=O)[O-])c(F)c1)cc2F	
",CHEMBL3431937,-5.73
544,CHEMBL3431897,"COc1ccc(Cl)cc1S(=O)(=O)N1COc2c1cc(C(=O)Nc1ccc(C(=O)[O-])c(Cl)c1)cc2F	
",CHEMBL3431937,-5.75
545,CHEMBL3431898,"C[C]1CN(S(=O)(=O)c2cc(Cl)ccc2OC)c2c1ccc(C(=O)Nc1ccc(C(=O)[O-])c(F)c1)c2	
",CHEMBL3431937,-5.7
546,CHEMBL3431899,"C[C]1CN(S(=O)(=O)c2cc(Cl)ccc2OC)c2c1ccc(C(=O)Nc1ccc(C(=O)[O-])c(Cl)c1)c2	
",CHEMBL3431937,-5.75
547,CHEMBL3431900,"C[C]1CN(S(=O)(=O)c2cc(Cl)ccc2OC)c2c1ccc(C(=O)Nc1ccc(C(=O)[O-])cc1)c2	
",CHEMBL3431937,-5.62
548,CHEMBL3431901,"c1ccc(OCC(=O)N2CCCC[C]2c2nc(c3cccc(OCC(=O)[O-])c3)no2)cc1	
",CHEMBL3431937,-6.43
549,CHEMBL3431902,"c1ccc(OCC(=O)N2CCCC[C]2c2nc(c3cccc(OCC(=O)N)c3)no2)cc1	
",CHEMBL3431937,-5.6
550,CHEMBL3431903,"COc1ccc(Cl)cc1S(=O)(=O)N1CCOc2c1cc(C(=O)Nc1ccc(C(=O)[O-])cc1)cc2F	
",CHEMBL3431937,-5.61
551,CHEMBL3431904,"c1ccc(OCC(=O)N2CCCC[C]2c2nc(c3ccc(C#N)cc3)on2)cc1	
",CHEMBL3431937,-5.26
552,CHEMBL3431905,"c1ccc(OCC(=O)N2CCCC[C]2c2nc(c3cccc(C#N)c3)on2)cc1	
",CHEMBL3431937,-5.42
553,CHEMBL3431906,"c1ccc(OCC(=O)N2CCCC[C]2c2nc(c3cc(N)cnc3)on2)cc1	
",CHEMBL3431937,-5.3
554,CHEMBL3431907,"COc1ccc(Cl)cc1Sc1c[nH]c2c1cc(C(=O)Nc1ccc(C(=O)[O-])cc1)cc2	
",CHEMBL3431937,-6.75
555,CHEMBL3431908,"Cn1cc(Sc2cc(Cl)ccc2OC)c2c1ccc(C(=O)Nc1ccc(C(=O)[O-])cc1)c2	
",CHEMBL3431937,-6.28
556,CHEMBL3431909,"Cn1cc(S(=O)(=O)c2cc(Cl)ccc2OC)c2c1ccc(C(=O)Nc1ccc(C(=O)[O-])cc1)c2	
",CHEMBL3431937,-6.33
557,CHEMBL3431910,"CC1NC(=O)C(=CN1)c1nc([C]2CCCCN2C(=O)COc2ccccc2)on1	
",CHEMBL3431937,-5.52
558,CHEMBL3431911,"c1ccc(OCC(=O)N2C[C]3C[C]3[C]2c2nc(c3ccc(S(=O)(=O)N)cc3)no2)cc1	
",CHEMBL3431937,-5.29
559,CHEMBL3431912,"COc1ccc(Cl)cc1S(=O)(=O)N1CCOc2c1cc(C(=O)Nc1ccc(C(=O)[O-])c(F)c1)cc2F	
",CHEMBL3431937,-5.78
560,CHEMBL3431913,"COc1ccc(Cl)cc1S(=O)(=O)N1CCOc2c1cc(C(=O)Nc1ccc(C(=O)[O-])c(Cl)c1)cc2F	
",CHEMBL3431937,-5.84
561,CHEMBL3431914,"COc1ccc(Cl)cc1S(=O)(=O)N1CCOc2c1cc(C(=O)Nc1ccc(C(=O)[O-])cc1)cc2Cl	
",CHEMBL3431937,-5.66
562,CHEMBL3431915,"Cc1cc(C(=O)Nc2ccc(C(=O)[O-])cc2)cc2c1OCCN2S(=O)(=O)c1cc(Cl)ccc1OC	
",CHEMBL3431937,-5.78
563,CHEMBL3431916,"Cc1cc(C(=O)Nc2ccc(C(=O)[O-])cc2)cc2c1OCN2S(=O)(=O)c1cc(Cl)ccc1OC	
",CHEMBL3431937,-5.73
564,CHEMBL3431917,"COc1ccc(Cl)cc1S(=O)(=O)N1COc2c1cc(C(=O)Nc1ccc(C(=O)[O-])cc1)cc2Cl	
",CHEMBL3431937,-5.41
565,CHEMBL3431918,"COc1ccc(Cl)cc1S(=O)(=O)N1CCOc2c1cc(C(=O)Nc1ccc(C(=O)[O-])cc1)cc2C(F)(F)F	
",CHEMBL3431937,-5.58
566,CHEMBL3431920,"C[C](N(S(=O)(=O)c1cc(Cl)ccc1OC)c1cc(C(=O)Nc2ncc(CC(=O)[O-])s2)cc2c1OCO2)C	
",CHEMBL3431937,-5.45
567,CHEMBL3431922,"COCCN(S(=O)(=O)c1cc(Cl)ccc1OC)c1cc(C(=O)Nc2nc(CC(=O)[O-])cs2)cc2c1OCO2	
",CHEMBL3431937,-5.94
568,CHEMBL3431926,"COc1ccc(Cl)cc1S(=O)(=O)N1CCOc2c1cc(C(=O)Nc1ncc(CC(=O)[O-])s1)cc2Cl	
",CHEMBL3431937,-5.51
569,CHEMBL3431927,"COc1ccc(Cl)cc1S(=O)(=O)N1CCOc2c1cc(C(=O)Nc1ccn(CC(=O)[O-])n1)cc2Cl	
",CHEMBL3431937,-7.52
570,CHEMBL595,"N1C(=O)S[C](Cc2ccc(OCCc3ncc(CC)cc3)cc2)C1=O	
",CHEMBL3431937,-5.13
571,CHEMBL108877,"c1(O)ccccc1Cl	
",CHEMBL905613,-4.47
572,CHEMBL11,"N1(CCC[NH+](C)C)c2c(cccc2)CCc2c1cccc2	
",CHEMBL905613,-4.54
573,CHEMBL110739,"C1CC(=O)C=C2CC[C]3[C]([C](O)C[C@@]4(C)[C]3CC[C]4C(=O)CO)[C@@]12C	
",CHEMBL905613,-4.67
574,CHEMBL112,"C(=O)(C)Nc1ccc(O)cc1	
",CHEMBL905613,-5.91
575,CHEMBL113,"c12c(n(C)cn1)c(=O)n(C)c(=O)n2C	
",CHEMBL905613,-5.21
576,CHEMBL1143,"c1(Cl)cc(Cl)ccc1O	
",CHEMBL905613,-4.58
577,CHEMBL13,"O(C[C](C[NH2+][C](C)C)O)c1ccc(CCOC)cc1	
",CHEMBL905613,-5.01
578,CHEMBL130,"[N+](=O)([O-])c1ccc(cc1)[C](O)[C](CO)NC(=O)[C](Cl)Cl	
",CHEMBL905613,-5.35
579,CHEMBL131,"C1=C[C@]2(C(=CC1=O)CC[C]1[C]2[C](C[C@]2([C]1CC[C@@]2(C(=O)CO)O)C)O)C	
",CHEMBL905613,-5.49
580,CHEMBL134,"C1(=NCCN1)Nc1c(cccc1Cl)Cl	
",CHEMBL905613,-4.97
581,CHEMBL13888,"[N+](=O)([O-])c1cc(ccc1)O	
",CHEMBL905613,-4.56
582,CHEMBL14060,"Oc1ccccc1	
",CHEMBL905613,-4.16
583,CHEMBL14068,"[N+](=O)([O-])c1cc(ccc1)N	
",CHEMBL905613,-4.35
584,CHEMBL14092,"c1(ccccc1)c1ccccc1	
",CHEMBL905613,-5.39
585,CHEMBL14205,"Oc1c(cccc1)[N+](=O)[O-]	
",CHEMBL905613,-4.05
586,CHEMBL14282,"Nc1ccc(cc1)[N+](=O)[O-]	
",CHEMBL905613,-4.43
587,CHEMBL15063,"n1c(nc(N[C](C)C)nc1NCC)Cl	
",CHEMBL905613,-4.4
588,CHEMBL154,"c1([C](C)C(=O)[O-])cc2c(cc1)cc(OC)cc2	
",CHEMBL905613,-5.29
589,CHEMBL15844,"[nH]1ccc2ccccc12	
",CHEMBL905612,-4.5
590,CHEMBL15888,"Clc1ccc(cc1)N	
",CHEMBL905613,-4.12
591,CHEMBL16,"N1=C(NC(C1=O)(c1ccccc1)c1ccccc1)O	
",CHEMBL905613,-4.58
592,CHEMBL1790041,"[N+](=O)([O-])/C=C(/NCCSCc1oc(C[NH+](C)C)cc1)\NC	
",CHEMBL905613,-5.87
593,CHEMBL189558,"O=C1[C](NC(=O)[C](Cc2ccc(cc2)O)N1)Cc1ccc(cc1)O	
",CHEMBL905612,-6.17
594,CHEMBL190,"n1(C)c2c([nH]cn2)c(=O)n(C)c1=O	
",CHEMBL905613,-5.4
595,CHEMBL191011,"N1C(=O)[C](Cc2c[nH]c3c2cccc3)NC(=O)[C]1Cc1c[nH]c2c1cccc2	
",CHEMBL905612,-5.04
596,CHEMBL207225,"C(=O)([O-])CCc1c[nH]c2c1cccc2	
",CHEMBL905612,-5.68
597,CHEMBL22,"n1c(N)c(cnc1N)Cc1cc(OC)c(OC)c(OC)c1	
",CHEMBL905613,-5.46
598,CHEMBL226544,"[C]1(Cc2c[nH]c3c2cccc3)C(=O)NCC(=O)N1	
",CHEMBL905612,-6.02
599,CHEMBL226545,"c1ccc2c(c(CCO)c[nH]2)c1	
",CHEMBL905612,-4.72
600,CHEMBL226650,"c1cccc([C](CC)C)c1OC(=O)NC	
",CHEMBL905613,-4.57
601,CHEMBL226651,"COc1nn(CSP(=S)(OC)OC)c(=O)s1	
",CHEMBL905613,-4.76
602,CHEMBL226967,"COP1(=S)OCc2ccccc2O1	
",CHEMBL905613,-4.8
603,CHEMBL226968,"CCc1ccc(C(=O)NN(C(C)(C)C)C(=O)c2cc(C)cc(C)c2)cc1	
",CHEMBL905612,-4.8
604,CHEMBL226969,"CC(C)(N(NC(=O)c1ccc(Cl)cc1)C(=O)c1ccccc1)C	
",CHEMBL905612,-4.76
605,CHEMBL227020,"Cc1cc(C)cc(C(=O)N(NC(=O)c2c(C)c3c(OCCC3)cc2)C(C)(C)C)c1	
",CHEMBL905612,-4.78
606,CHEMBL227122,"c1cccc2c1[nH]c(C[C](C(=O)[O-])NC(=O)OC[C]1c3c(c4c1cccc4)cccc3)c2	
",CHEMBL905612,-4.89
607,CHEMBL227123,"[NH3+][C](Cc1c[nH]c2c1cccc2)C(=O)N	
",CHEMBL905612,-5.56
608,CHEMBL227124,"[NH3+]CC(=O)N[C](Cc1c[nH]c2c1cccc2)C(=O)N	
",CHEMBL905612,-6.38
609,CHEMBL227173,"[NH3+][C](Cc1c[nH]c2c1cccc2)C(=O)N[C](C)C(=O)N[C]([C](C)C)C(=O)N	
",CHEMBL905612,-6.62
610,CHEMBL227174,"N(C(=O)C)[C](Cc1c[nH]c2c1cccc2)C(=O)N[C]([C](C)C)C(=O)N	
",CHEMBL905612,-6.18
611,CHEMBL227181,"c1(C)ccc(CC)cn1	
",CHEMBL905613,-5.33
612,CHEMBL227265,"c1cccc2c1[nH]c(C[C](C(=O)[O-])NC(=O)OC(C)(C)C)c2	
",CHEMBL905612,-5.77
613,CHEMBL227338,"N(C(=O)C)[C](Cc1c[nH]c2c1cccc2)C(=O)N[C]([C](C)C)C(=O)N	
",CHEMBL905612,-6.14
614,CHEMBL227339,"N(C(=O)C)[C](Cc1ccc(O)cc1)C(=O)N[C](C[C](C)C)C(=O)N	
",CHEMBL905612,-6.54
615,CHEMBL23,"[C]1(OC(=O)C)C(=O)N(CC[NH+](C)C)c2c(cccc2)S[C]1c1ccc(OC)cc1	
",CHEMBL905613,-5.62
616,CHEMBL23832,"c1cccc(Nc2ccccc2C(=O)[O-])c1	
",CHEMBL905613,-4.78
617,CHEMBL266195,"O(C[C](O)C[NH2+][C](C)C)c1c(cccc1)CC=C	
",CHEMBL905613,-4.7
618,CHEMBL27,"c12c(cccc1cccc2)OC[C](O)C[NH2+][C](C)C	
",CHEMBL905613,-4.53
619,CHEMBL274009,"[N+](=O)([O-])c1c(cccc1)N	
",CHEMBL905613,-4.24
620,CHEMBL277474,"c1(=O)n(c2ccccc2)n(C)c(C)c1	
",CHEMBL905613,-5.36
621,CHEMBL279564,"c12c3c4ccc1cccc2ccc3ccc4	
",CHEMBL905613,-5.21
622,CHEMBL288470,"c1(=O)c(N(C)C)c(C)n(C)n1c1ccccc1	
",CHEMBL905613,-4.55
623,CHEMBL29878,"c1(C)c(O)ccc(C)c1	
",CHEMBL905613,-4.27
624,CHEMBL323348,"c1(C(=O)OC)c(C(=O)OC)cccc1	
",CHEMBL905613,-4.18
625,CHEMBL325415,"c1c(cccc1Cl)N	
",CHEMBL905613,-4.15
626,CHEMBL35,"NS(=O)(=O)c1c(cc(c(C(=O)[O-])c1)NCc1ccco1)Cl	
",CHEMBL905613,-6.4
627,CHEMBL354761,"[N+](=O)([O-])c1cc(Cl)ccc1Cl	
",CHEMBL905613,-4.77
628,CHEMBL374395,"c1cccc2c1[nH]c(C[C](C(=O)[O-])NC(=O)OCc1ccccc1)c2	
",CHEMBL905612,-5.62
629,CHEMBL379099,"c1cccc2c1[nH]cc2C(=O)N	
",CHEMBL905612,-5.21
630,CHEMBL384467,"C1=CC(=O)C=C2CC[C]3[C@@]([C](O)C[C@@]4(C)[C]3C[C](C)[C@]4(O)C(=O)CO)(F)[C@@]12C	
",CHEMBL905613,-5.23
631,CHEMBL386630,"C1CC(=O)C=C2CC[C]3[C](CC[C@@]4(C)[C]3CC[C]4O)[C@@]12C	
",CHEMBL905613,-4.59
632,CHEMBL38688,"c1ccc(Nc2ccccc2)cc1	
",CHEMBL905613,-5.28
633,CHEMBL387527,"c12ccccc1[nH]cc2C(=O)[O-]	
",CHEMBL905612,-6.1
634,CHEMBL387744,"c1cc(C(=O)NN(C(C)(C)C)C(=O)c2ccccc2)ccc1	
",CHEMBL905612,-4.78
635,CHEMBL388382,"c1c(C[C](C(=O)N[C](Cc2ccccc2)C(=O)N)NC(=O)C)ccc(O)c1	
",CHEMBL905612,-6.92
636,CHEMBL388384,"c1ccccc1CSP(=O)(O[C](C)C)O[C](C)C	
",CHEMBL905613,-4.44
637,CHEMBL388558,"c1(C(=O)OCC)c(C(=O)OCC)cccc1	
",CHEMBL905613,-4.66
638,CHEMBL388559,"CCN(C(=O)SCc1ccc(Cl)cc1)CC	
",CHEMBL905613,-4.47
639,CHEMBL388560,"n1c(C)cc(OP(=S)(OCC)OCC)nc1[C](C)C	
",CHEMBL905613,-5.02
640,CHEMBL389621,"C1CC(=O)C=C2CC[C]3[C]([C](O)C[C@@]4(C)[C]3CC[C@]4(O)C(=O)CO)[C@@]12C	
",CHEMBL905613,-5.32
641,CHEMBL389885,"c1cccc(Cl)c1N	
",CHEMBL905613,-4.19
642,CHEMBL390937,"c1cccc2c1c(C[C](C(=O)N)NC(=O)C)c[nH]2	
",CHEMBL905612,-5.72
